Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Ano (Código),Ano,Variável (Código),Variável,Sexo (Código),Sexo,Idade (Código),Idade,Forma de declaração da idade (Código),Forma de declaração da idade
3,Unidade da Federação,45,Pessoas,33995,11,Rondônia,2022,2022,93,População residente,4,Homens,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7919,11,Rondônia,2022,2022,93,População residente,4,Homens,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6696,11,Rondônia,2022,2022,93,População residente,4,Homens,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7011,11,Rondônia,2022,2022,93,População residente,4,Homens,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6354,11,Rondônia,2022,2022,93,População residente,4,Homens,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6015,11,Rondônia,2022,2022,93,População residente,4,Homens,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25122,11,Rondônia,2022,2022,93,População residente,4,Homens,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5963,11,Rondônia,2022,2022,93,População residente,4,Homens,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5331,11,Rondônia,2022,2022,93,População residente,4,Homens,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4992,11,Rondônia,2022,2022,93,População residente,4,Homens,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4724,11,Rondônia,2022,2022,93,População residente,4,Homens,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4112,11,Rondônia,2022,2022,93,População residente,4,Homens,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,16948,11,Rondônia,2022,2022,93,População residente,4,Homens,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4133,11,Rondônia,2022,2022,93,População residente,4,Homens,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3404,11,Rondônia,2022,2022,93,População residente,4,Homens,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3527,11,Rondônia,2022,2022,93,População residente,4,Homens,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3008,11,Rondônia,2022,2022,93,População residente,4,Homens,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2876,11,Rondônia,2022,2022,93,População residente,4,Homens,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10561,11,Rondônia,2022,2022,93,População residente,4,Homens,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2510,11,Rondônia,2022,2022,93,População residente,4,Homens,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2371,11,Rondônia,2022,2022,93,População residente,4,Homens,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2040,11,Rondônia,2022,2022,93,População residente,4,Homens,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1965,11,Rondônia,2022,2022,93,População residente,4,Homens,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1675,11,Rondônia,2022,2022,93,População residente,4,Homens,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6590,11,Rondônia,2022,2022,93,População residente,4,Homens,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1707,11,Rondônia,2022,2022,93,População residente,4,Homens,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1279,11,Rondônia,2022,2022,93,População residente,4,Homens,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1452,11,Rondônia,2022,2022,93,População residente,4,Homens,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1175,11,Rondônia,2022,2022,93,População residente,4,Homens,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,977,11,Rondônia,2022,2022,93,População residente,4,Homens,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3001,11,Rondônia,2022,2022,93,População residente,4,Homens,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,804,11,Rondônia,2022,2022,93,População residente,4,Homens,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,743,11,Rondônia,2022,2022,93,População residente,4,Homens,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,594,11,Rondônia,2022,2022,93,População residente,4,Homens,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,510,11,Rondônia,2022,2022,93,População residente,4,Homens,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,350,11,Rondônia,2022,2022,93,População residente,4,Homens,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1188,11,Rondônia,2022,2022,93,População residente,4,Homens,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,353,11,Rondônia,2022,2022,93,População residente,4,Homens,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,267,11,Rondônia,2022,2022,93,População residente,4,Homens,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,259,11,Rondônia,2022,2022,93,População residente,4,Homens,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,193,11,Rondônia,2022,2022,93,População residente,4,Homens,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,116,11,Rondônia,2022,2022,93,População residente,4,Homens,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,283,11,Rondônia,2022,2022,93,População residente,4,Homens,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,86,11,Rondônia,2022,2022,93,População residente,4,Homens,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72,11,Rondônia,2022,2022,93,População residente,4,Homens,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,50,11,Rondônia,2022,2022,93,População residente,4,Homens,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,47,11,Rondônia,2022,2022,93,População residente,4,Homens,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,28,11,Rondônia,2022,2022,93,População residente,4,Homens,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,52,11,Rondônia,2022,2022,93,População residente,4,Homens,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,793209,11,Rondônia,2022,2022,93,População residente,5,Mulheres,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,55789,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10698,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,816,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,834,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93072,1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,905,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,907,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,965,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,856,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,920,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,938,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,910,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93079,8 meses,113635,Total
3,Unidade da Federação,45,Pessoas,926,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93080,9 meses,113635,Total
3,Unidade da Federação,45,Pessoas,872,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93081,10 meses,113635,Total
3,Unidade da Federação,45,Pessoas,849,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93082,11 meses,113635,Total
3,Unidade da Federação,45,Pessoas,10418,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6558,1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,11175,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6559,2 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11782,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6560,3 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11716,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6561,4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57632,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93084,5 a 9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11298,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6562,5 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11669,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6563,6 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11746,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6564,7 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11359,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6565,8 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11560,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6566,9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57425,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93085,10 a 14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11337,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6567,10 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11313,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6568,11 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11558,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6569,12 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11711,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6570,13 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11506,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6571,14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60116,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93086,15 a 19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12069,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6572,15 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12146,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6573,16 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12322,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6574,17 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12005,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6575,18 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11574,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6576,19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,62360,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93087,20 a 24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12353,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6577,20 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12239,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6578,21 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13135,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6579,22 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12406,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6580,23 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12227,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,63935,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12785,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12801,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13012,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13053,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12284,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,63709,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13222,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11820,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12967,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12687,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13013,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,65691,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13598,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13311,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12740,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13027,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13015,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,63350,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,14379,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12337,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13436,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11991,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11207,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,54514,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11702,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11232,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10717,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10509,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10354,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,48344,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10977,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9478,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9812,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9304,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8773,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,42038,11,Rondônia,2022,2022,93,População residente,5,Mulheres,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9058,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8722,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8487,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8142,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7629,11,Rondônia,2022,2022,93,População residente,5,Mulheres,6612,59 anos,113635,Total
